Recipe_title,url,Carbohydrates,Energy,Protein,Fats,vegan,pescetarian,lacto_vegetarian,non_vegetarian,Region
Midwest Living's German Potato Salad,http://www.geniuskitchen.com/recipe/midwest-livings-german-potato-salad-383521,65.2961,738.2232,15.6067,44.8376,0,0,0,1,Deutschland
Apple Corned Beef Brisket for the Slow Cooker,http://www.geniuskitchen.com/recipe/apple-corned-beef-brisket-for-the-slow-cooker-192968,196.0697,764.5682,2.8023,0.4257,0,0,0,1,Irish
Green Chile Squares (Paula Deen),http://www.geniuskitchen.com/recipe/green-chile-squares-paula-deen-453864,74.8954,723.3408,37.7995,28.5675,0,0,0,1,Mexican
Cucumber-Chili Paletas (Popsicles),http://www.geniuskitchen.com/recipe/cucumber-chili-paletas-popsicles-481084,151.3349,602.0133,2.3127,0.5384,1,1,0,0,Mexican
Pilaf With Tomato Turkish-Style (Domatesli Pilav),http://www.geniuskitchen.com/recipe/pilaf-with-tomato-turkish-style-domatesli-pilav-427221,158.9158,793.51,17.4636,8.785,0,0,1,0,Middle Eastern
Ww 6 Points - Soft Tacos With Chipotle Chicken Salad,http://www.geniuskitchen.com/recipe/ww-6-points-soft-tacos-with-chipotle-chicken-salad-121756,10.1281,735.8561,72.0925,43.6092,0,0,0,1,Mexican
Cadillac Margarita,http://www.geniuskitchen.com/recipe/cadillac-margarita-235628,46.0313,728.4631,35.2074,29.6739,0,0,0,1,Mexican
Mummy's Ginger Soup,http://allrecipes.com/recipe/158948/mummys-ginger-soup/,38.2514,802.924,23.7501,64.8964,0,0,0,1,Indian Subcontinent
Super Tex-Mex Chicken Chop Salad,http://allrecipes.com/recipe/235429/super-tex-mex-chicken-chop-salad/,118.3659,702.2842,20.2437,20.4176,0,0,0,1,Mexican
Kitchen Kouture Original Rojo Salsa,http://www.geniuskitchen.com/recipe/kitchen-kouture-original-rojo-salsa-477191,47.4591,805.4739,139.8401,3.7644,1,1,0,0,Mexican
Spice Rubbed Beef Brisket,http://www.geniuskitchen.com/recipe/spice-rubbed-beef-brisket-292930,8.6543,788.5787,95.4452,38.7456,0,0,0,1,South American
Tuna and Pasta Salad,http://www.geniuskitchen.com/recipe/tuna-and-pasta-salad-254804,72.5258,880.1722,100.3939,28.457,0,0,0,1,UK
Bacon Onion Spaetzle,http://www.geniuskitchen.com/recipe/bacon-onion-spaetzle-352913,19.9281,609.4475,28.0222,46.0167,0,0,0,1,Deutschland
Uncle Bill's Apple Filling for Peroshky,http://www.geniuskitchen.com/recipe/uncle-bills-apple-filling-for-peroshky-53864,143.904,681.41,16.0967,8.1987,1,1,0,0,Eastern European
North African Style Pickled Lemon and Lime,http://www.geniuskitchen.com/recipe/north-african-style-pickled-lemon-and-lime-487300,3.7406,833.9185,2.3932,91.6983,1,1,0,0,Rest Africa
Sya Rong Thai (Crying Tiger Beef Steak),http://www.geniuskitchen.com/recipe/sya-rong-thai-crying-tiger-beef-steak-406247,54.8983,802.361,107.2314,16.5061,0,0,0,1,Thai
Cream Cheese French Toast,http://www.geniuskitchen.com/recipe/cream-cheese-french-toast-44127,76.129,882.93,33.4914,51.4524,0,0,0,1,French
Indian Potatoes with Cauliflower - Aloo Gobi,http://www.geniuskitchen.com/recipe/indian-potatoes-with-cauliflower-aloo-gobi-34287,17.8087,726.1812,92.8295,31.8025,0,0,0,1,Indian Subcontinent
La Crême Caramel,http://www.geniuskitchen.com/recipe/la-cr-me-caramel-169333,60.7733,758.596,43.0625,36.7105,0,0,0,1,French
Greek Shiitake Pizza,http://www.geniuskitchen.com/recipe/greek-shiitake-pizza-338233,19.1966,787.3208,12.9467,78.3911,0,0,0,1,Greek
Middle Eastern Lentils and Rice With Caramelized Shallots,http://www.geniuskitchen.com/recipe/middle-eastern-lentils-and-rice-with-caramelized-shallots-428500,110.0597,715.962,16.7593,28.5758,0,0,0,1,Middle Eastern
Beef Shorties: Thai Inspired Beef Shortribs,http://www.geniuskitchen.com/recipe/beef-shorties-thai-inspired-beef-shortribs-524600,154.4721,705.1695,20.2282,3.6247,0,0,0,1,Middle Eastern
Egg Calzone,http://www.geniuskitchen.com/recipe/egg-calzone-358054,38.4123,814.655,48.987,53.7759,0,0,0,1,Italian
Pannekoekken - Dutch Pancake (For Oven),http://www.geniuskitchen.com/recipe/pannekoekken-dutch-pancake-for-oven-250966,77.7113,677.56,26.4465,29.0212,0,0,0,1,Belgian
Bread and Cheese Soup from the Grisons,http://www.geniuskitchen.com/recipe/bread-and-cheese-soup-from-the-grisons-379693,8.451,852.45,54.5295,67.761,0,0,0,1,Deutschland
El Nino Margarita,http://www.geniuskitchen.com/recipe/el-nino-margarita-131259,30.5704,694.3118,51.8233,39.4668,0,0,0,1,Mexican
Cashew Dal,http://www.geniuskitchen.com/recipe/cashew-dal-432908,56.523,825.682,24.909,62.0049,0,0,0,1,Indian Subcontinent
Green Beans with Cherry Tomatoes,http://allrecipes.com/recipe/60616/green-beans-with-cherry-tomatoes/,77.3123,609.7306,23.2385,30.3241,0,0,0,1,Australian
Spicy Yellow Rice,http://www.geniuskitchen.com/recipe/spicy-yellow-rice-132352,132.2438,666.1557,14.7494,8.3792,0,0,0,1,Chinese and Mongolian
Brussels Sprouts Gratin,http://www.geniuskitchen.com/recipe/brussels-sprouts-gratin-31318,82.3104,830.9098,38.7537,44.7359,0,0,0,1,Canadian
"Beef Stir Fry With Green Pepper, Onion & Gravy",http://www.geniuskitchen.com/recipe/beef-stir-fry-with-green-pepper-onion-gravy-376946,22.2253,689.4592,103.3013,18.9389,0,0,0,1,South American
Greek Veggie Salad II,http://allrecipes.com/recipe/87561/greek-veggie-salad-ii/,10.334,831.9875,2.4441,81.5313,0,0,1,0,Greek
Greek Orzo Bake,http://www.geniuskitchen.com/recipe/greek-orzo-bake-230960,41.5186,672.9774,28.9669,46.7149,0,0,0,1,Greek
Leek and Sun-Dried Tomato Frittata,http://www.geniuskitchen.com/recipe/leek-and-sun-dried-tomato-frittata-349464,44.4585,875.81,56.027,52.815,0,0,0,1,French
All Aboard for the Clamolini (Linguini with clam sauce),http://www.geniuskitchen.com/recipe/all-aboard-for-the-clamolini-linguini-with-clam-sauce-33252,58.2572,636.4372,83.1817,8.3402,0,0,0,1,Italian
Fresh and Simple Peach Salsa with Cinnamon Sugar Chips,http://allrecipes.com/recipe/231021/fresh-and-simple-peach-salsa-with-cinnamon-sugar-chips/,139.0582,845.926,22.5338,32.0144,0,0,0,1,Mexican
Aussie Spiced Nuts,http://www.geniuskitchen.com/recipe/aussie-spiced-nuts-353594,13.6487,742.7729,100.2082,30.596,1,1,0,0,Australian
Chinese Barbequed Salmon,http://www.geniuskitchen.com/recipe/chinese-barbequed-salmon-371804,18.445,721.8614,135.9643,7.9912,0,1,0,0,Chinese and Mongolian
Bread Sauce,http://www.geniuskitchen.com/recipe/bread-sauce-309998,69.2946,778.148,28.6744,48.607,0,0,0,1,UK
Peach and Walnut (or Pecans) Salad,http://www.geniuskitchen.com/recipe/peach-and-walnut-or-pecans-salad-16971,4.4651,858.1262,9.0578,90.9865,0,0,1,0,Canadian
Mushrooms With Bruschetta Topping,http://www.geniuskitchen.com/recipe/mushrooms-with-bruschetta-topping-200263,60.2942,741.04,50.2432,33.492,0,0,1,0,Australian
"Grilled Whole Fish in Chile, Garlic and Mint Sauce (A Kremezi)",http://www.geniuskitchen.com/recipe/grilled-whole-fish-in-chile-garlic-and-mint-sauce-a-kremezi-467586,5.3254,628.7879,135.8398,3.6175,1,1,0,0,Northern Africa
Banh Xeo Vietnamese Bean Sprout Pancake,http://www.geniuskitchen.com/recipe/banh-xeo-vietnamese-bean-sprout-pancake-205842,73.7459,683.5617,39.7254,24.7373,0,0,0,1,Southeast Asian
Emmentaler and Asparagus Frittata,http://www.geniuskitchen.com/recipe/emmentaler-and-asparagus-frittata-290860,17.6001,837.5016,78.9434,48.5157,0,0,0,1,Deutschland
Cooking for One- Mexican Salsa Chicken Dinner,http://www.geniuskitchen.com/recipe/cooking-for-one-mexican-salsa-chicken-dinner-389462,85.2761,739.2045,45.1234,25.7039,0,0,0,1,Mexican
Camarones Con Frijole Sopa,http://www.geniuskitchen.com/recipe/camarones-con-frijole-sopa-410766,26.9584,808.9897,42.4962,60.6443,0,0,0,1,Mexican
Artichoke Chicken,http://allrecipes.com/recipe/69538/artichoke-chicken/,24.1409,850.7813,24.6759,72.6014,0,0,0,1,Australian
Sun-Dried Tomato Spread,http://allrecipes.com/recipe/25521/sun-dried-tomato-spread/,76.4443,808.855,16.6531,55.9159,1,1,0,0,Italian
Sopa De Lentejas De La Tia Julita,http://www.geniuskitchen.com/recipe/sopa-de-lentejas-de-la-tia-julita-139205,76.5482,705.1033,45.5784,29.6847,0,0,0,1,South American
Caribbean Nachos,http://allrecipes.com/recipe/129000/caribbean-nachos/,10.824,628.318,136.4458,3.5443,0,0,0,1,Caribbean
Greek Tomatoes (Ww),http://www.geniuskitchen.com/recipe/greek-tomatoes-ww-382034,78.802,601.5534,17.3015,30.8547,0,0,1,0,Greek
Rigatoni With Swiss Chard And Bell Peppers,http://www.geniuskitchen.com/recipe/rigatoni-with-swiss-chard-and-bell-peppers-63321,25.7231,834.8865,90.2278,39.6283,0,0,0,1,Deutschland
Kennett Square Mushroom Soup,http://www.geniuskitchen.com/recipe/kennett-square-mushroom-soup-140843,71.1689,762.2798,40.2986,36.941,0,0,0,1,Irish
Lime and Coriander Couscous,http://www.geniuskitchen.com/recipe/lime-and-coriander-couscous-344170,145.4754,730.865,26.9075,3.32,0,0,0,1,Australian
Le Cirque's Linguine With Asparagus,http://www.geniuskitchen.com/recipe/le-cirques-linguine-with-asparagus-159617,49.0815,737.0144,25.0658,55.8718,0,0,1,0,Italian
St. Brenden's Chicken,http://allrecipes.com/recipe/229206/st-brendens-chicken/,10.6225,843.2075,10.4244,86.6148,0,0,0,1,US
Greek Prune Compote,http://www.geniuskitchen.com/recipe/greek-prune-compote-70102,227.3084,880.5434,3.9949,0.9204,0,0,0,1,Greek
"Easter ""Egg"" Bread",http://www.geniuskitchen.com/recipe/easter-egg-bread-60586,68.8376,690.4642,29.466,33.8368,0,0,0,1,Italian
Spaghetti With Raw Tomatoes,http://www.geniuskitchen.com/recipe/spaghetti-with-raw-tomatoes-448675,64.9293,770.177,12.0498,57.5903,0,0,0,1,Italian
Lebanese Seven Spices,http://allrecipes.com/recipe/216191/lebanese-seven-spices/,122.8676,675.272,27.6374,30.7165,1,1,0,0,Middle Eastern
Great Chicken Taquitos,http://allrecipes.com/recipe/235256/great-chicken-taquitos/,11.9816,628.3427,108.9141,13.841,0,0,0,1,Mexican
Oranges in Red Wine - Naranjas Al Vino Tinto,http://www.geniuskitchen.com/recipe/oranges-in-red-wine-naranjas-al-vino-tinto-370126,152.1086,607.7058,0.0786,0.0172,1,1,0,0,Spanish and Portuguese
Authentic Thai Steak Salad,http://allrecipes.com/recipe/233938/authentic-thai-steak-salad/,60.1283,855.4835,117.871,19.4438,0,1,0,0,Thai
Spaghetti With Olive Sauce,http://www.geniuskitchen.com/recipe/spaghetti-with-olive-sauce-334678,28.3285,603.4531,2.8051,56.0345,0,0,0,1,Italian
Tomatillo Broken Wheat Pudding,http://www.geniuskitchen.com/recipe/tomatillo-broken-wheat-pudding-489611,161.6929,808.3843,18.3599,18.6404,0,0,0,1,Indian Subcontinent
Beef and Bean Chili,http://www.geniuskitchen.com/recipe/beef-and-bean-chili-228059,44.8622,765.2535,122.091,15.7683,0,0,0,1,South American
Vegan Tortilla Soup,http://www.geniuskitchen.com/recipe/vegan-tortilla-soup-511023,127.1296,850.514,27.6698,29.9979,0,0,0,1,Mexican
Shelly's Chicken Tacos,http://www.geniuskitchen.com/recipe/shellys-chicken-tacos-399621,8.1677,885.9446,106.5754,45.0199,0,0,0,1,Mexican
Sweet and Savory Beef Stew for Two,http://www.geniuskitchen.com/recipe/sweet-and-savory-beef-stew-for-two-510201,52.3057,694.0599,54.0184,31.6444,0,0,0,1,South American
Chocolate Crepes,http://www.geniuskitchen.com/recipe/chocolate-crepes-501761,127.4967,661.876,15.6835,7.0011,0,0,0,1,Irish
Steak Salad With Buttermilk Dressing,http://www.geniuskitchen.com/recipe/steak-salad-with-buttermilk-dressing-388372,43.6758,660.54,56.6831,30.7901,0,0,0,1,Canadian
Low Carb Noodles,http://www.geniuskitchen.com/recipe/low-carb-noodles-83655,8.3133,653.522,40.4101,50.2233,0,0,0,1,Italian
Crab Cakes 101,http://www.geniuskitchen.com/recipe/crab-cakes-101-507619,27.6312,694.5213,56.0023,41.0734,0,0,0,1,Australian
Dutch Potato Salad (Huzaren Salade),http://allrecipes.com/recipe/220626/dutch-potato-salad-huzaren-salade/,73.055,706.755,32.6739,31.6561,0,0,0,1,Belgian
Curried Peas,http://allrecipes.com/recipe/13965/curried-peas/,54.2282,694.4897,100.7441,10.0871,1,1,0,0,Indian Subcontinent
Eggs Florentine,http://allrecipes.com/recipe/238685/eggs-florentine/,13.5756,741.69,46.5996,55.83,0,0,0,1,Italian
Turkey and Potato Soup With Canadian Bacon (Cooking Light),http://www.geniuskitchen.com/recipe/turkey-and-potato-soup-with-canadian-bacon-cooking-light-344846,97.4206,791.6399,50.2538,23.3726,0,0,0,1,Canadian
Marinated Chinese Chicken Salad,http://www.geniuskitchen.com/recipe/marinated-chinese-chicken-salad-233359,42.4685,652.35,46.106,37.6289,0,0,0,1,Chinese and Mongolian
Tomato Spanish Rice,http://www.geniuskitchen.com/recipe/tomato-spanish-rice-244978,158.3836,759.386,17.1455,7.1624,0,0,0,1,Spanish and Portuguese
Potato and Garlic Sausage Hash,http://www.geniuskitchen.com/recipe/potato-and-garlic-sausage-hash-208130,39.9708,849.6771,32.4306,62.8234,0,0,0,1,UK
Black Eyed Pea & Chorizo Hummus (Zwt-8),http://www.geniuskitchen.com/recipe/black-eyed-pea-chorizo-hummus-zwt-8-482266,18.2599,862.036,10.8028,86.2375,0,0,0,1,Indian Subcontinent
Mexican Doughboys,http://www.geniuskitchen.com/recipe/mexican-doughboys-190082,53.7407,790.5112,113.6404,14.6389,0,0,0,1,Mexican
English Royalty Scones,http://www.geniuskitchen.com/recipe/english-royalty-scones-238778,94.2256,721.961,13.683,36.093,0,0,1,0,UK
Spicy Ground Beef Tacos,http://www.geniuskitchen.com/recipe/spicy-ground-beef-tacos-415640,23.9643,763.6409,114.3487,25.8583,0,0,0,1,South American
Curried Pea Soup,http://www.geniuskitchen.com/recipe/curried-pea-soup-15307,122.7576,870.78,31.1952,31.233,0,0,0,1,Irish
Ground Beef Pasta Sauce,http://www.geniuskitchen.com/recipe/ground-beef-pasta-sauce-354096,84.7305,702.573,71.4748,11.6065,0,0,0,1,South American
Suya (Meat on Stick),http://www.geniuskitchen.com/recipe/suya-meat-on-stick-306963,2.1888,717.5532,104.9652,33.1889,0,0,0,1,Rest Africa
Rabanada (Brazilian-Style French Toast),http://www.geniuskitchen.com/recipe/rabanada-brazilian-style-french-toast-245963,48.7502,861.66,31.8617,63.3571,0,0,0,1,French
Orange Flower Shuttle Cookies,http://www.geniuskitchen.com/recipe/orange-flower-shuttle-cookies-449997,117.1223,799.73,13.3822,33.3118,0,0,0,1,French
Lentil Stew over Couscous,http://www.geniuskitchen.com/recipe/lentil-stew-over-couscous-104135,100.9945,612.8146,33.9498,16.478,0,0,0,1,Rest Africa
Green Risotto with Fava Beans,http://allrecipes.com/recipe/20922/green-risotto-with-fava-beans/,25.8835,798.7138,98.2182,33.2865,0,0,0,1,Australian
Coconut Milk Chiller(Cape Verde),http://www.geniuskitchen.com/recipe/coconut-milk-chiller-cape-verde-501953,44.928,734.4,7.512,62.208,1,1,0,0,Rest Africa
Eggplant (Aubergine)  With Tahini Yogurt Dressing,http://www.geniuskitchen.com/recipe/eggplant-aubergine-with-tahini-yogurt-dressing-179435,45.0169,803.1578,27.3756,63.1243,0,0,0,1,Middle Eastern
Frugal Gourmet's Beer and Cheese Soup,http://www.geniuskitchen.com/recipe/frugal-gourmets-beer-and-cheese-soup-390303,38.8805,756.565,69.9526,34.6956,0,0,0,1,Irish
Filipino Lumpia Wrappers,http://www.geniuskitchen.com/recipe/filipino-lumpia-wrappers-229516,126.9654,649.78,15.681,6.9986,0,0,0,1,Southeast Asian
Pizza Soup II,http://allrecipes.com/recipe/13244/pizza-soup-ii/,58.0941,603.2615,64.3415,11.9349,0,0,0,1,Italian
Noodles with green onions & Ginger,http://www.geniuskitchen.com/recipe/noodles-with-green-onions-ginger-9997,163.6185,721.7403,3.9212,5.5947,0,0,0,1,Chinese and Mongolian
"Raspberry Dressing (Vinaigrette), No Added Sugar",http://www.geniuskitchen.com/recipe/raspberry-dressing-vinaigrette-no-added-sugar-176952,0,642.3733,0,72.6667,1,1,0,0,Canadian
Crab Cioppino,http://www.geniuskitchen.com/recipe/crab-cioppino-54844,39.3844,619.2933,39.4008,35.5536,0,0,0,1,Italian
Moroccan Cooked Pepper Salad,http://allrecipes.com/recipe/77364/moroccan-cooked-pepper-salad/,67.2041,659.6857,13.7937,43.353,1,1,0,0,Northern Africa
Caribbean-Mexican Style Stove Top Refried Beans,http://www.geniuskitchen.com/recipe/caribbean-mexican-style-stove-top-refried-beans-509339,16.7845,780.1845,13.4236,74.8594,0,0,0,1,Caribbean
Curried Cauliflower,http://www.geniuskitchen.com/recipe/curried-cauliflower-63495,58.6995,707.5278,21.2262,47.0797,0,0,0,1,Canadian
"Beef W-Tomatoes, Pasta & Chili Sauce (Sub Shrimp or Chicken)",http://www.geniuskitchen.com/recipe/beef-w-tomatoes-pasta-chili-sauce-sub-shrimp-or-chicken-451164,21.2502,851.5984,113.8143,33.9475,0,1,0,0,South American
Cafe Rio Cilantro-Lime Rice,http://www.geniuskitchen.com/recipe/cafe-rio-cilantro-lime-rice-443115,148.5345,823.078,14.8648,18.7334,0,0,0,1,Chinese and Mongolian
Reuben Sandwich,http://www.geniuskitchen.com/recipe/reuben-sandwich-317831,13.7044,790.9076,84.1455,44.7948,0,0,0,1,Eastern European
Cod and Potato Cakes,http://www.geniuskitchen.com/recipe/cod-and-potato-cakes-506645,38.8544,785.8932,41.0843,52.1209,0,0,0,1,Canadian
The Lady and Sons Beef Vegetable Soup ( Paula Deen ),http://www.geniuskitchen.com/recipe/the-lady-and-sons-beef-vegetable-soup-paula-deen-219284,161.969,753.7114,24.9223,4.2999,0,0,0,1,South American
Greek Lamb Kabobs with Yogurt-Mint Salsa Verde,http://allrecipes.com/recipe/109911/greek-lamb-kabobs-with-yogurt-mint-salsa-verde/,10.4806,646.2457,136.0972,3.7852,0,0,0,1,Greek
Coq Au Vin Weight Watcher Friendly 6 Points+,http://www.geniuskitchen.com/recipe/coq-au-vin-weight-watcher-friendly-6-points-446695,135.7051,880.6304,35.8602,23.6895,0,0,0,1,French
Celery & Spinach Soup,http://www.geniuskitchen.com/recipe/celery-spinach-soup-86779,37.6214,601.105,30.474,37.7328,0,0,0,1,Canadian
Chocolate Hazelnut Pots De Crème,http://www.geniuskitchen.com/recipe/chocolate-hazelnut-pots-de-cr-me-237496,31.7567,635.5535,27.2507,43.9269,0,0,0,1,French
Spicy Beef Empandadas,http://www.geniuskitchen.com/recipe/spicy-beef-empandadas-18602,57.6116,723.5696,61.8836,30.0085,0,0,0,1,South American
Spargelgemuse (Fresh Asparagus),http://www.geniuskitchen.com/recipe/spargelgemuse-fresh-asparagus-6440,57.2728,650.4372,42.9241,35.3936,0,0,0,1,Deutschland
Arroz Verde (Green Rice),http://www.geniuskitchen.com/recipe/arroz-verde-green-rice-52025,37.6599,627.6,23.9156,46.0177,0,0,0,1,Chinese and Mongolian
Mel's Eclairs,http://allrecipes.com/recipe/20303/mels-eclairs/,104.0269,768.713,26.7605,28.6782,0,0,0,1,French
"Mary Ellen's Corned Beef, Carrots and Cabbage With Spicy Mustard",http://www.geniuskitchen.com/recipe/mary-ellens-corned-beef-carrots-and-cabbage-with-spicy-mustard-158886,178.664,764.8,18.504,3.672,0,0,0,1,Irish
Squash and Zucchini Casserole,http://allrecipes.com/recipe/18832/squash-and-zucchini-casserole/,46.5828,756.24,25.4424,58.456,0,0,0,1,US
Low Calorie Tandoori Inspired Chicken,http://www.geniuskitchen.com/recipe/low-calorie-tandoori-inspired-chicken-473419,9.8449,630.4835,72.7056,32.8035,0,0,0,1,Indian Subcontinent
Mexicana Halibut,http://www.geniuskitchen.com/recipe/mexicana-halibut-313851,27.7365,629.8778,94.9591,15.8074,0,0,0,1,Mexican
Roast Chicken with a Garlic Mushroom Cream Sauce,http://www.geniuskitchen.com/recipe/roast-chicken-with-a-garlic-mushroom-cream-sauce-50725,98.3652,877.534,20.6197,50.23,0,0,0,1,Canadian
Scallop and Asparagus Linguine,http://www.geniuskitchen.com/recipe/scallop-and-asparagus-linguine-419868,33.2751,703.4346,104.3422,18.4229,0,0,0,1,Italian
Russian Dressing Chicken,http://www.geniuskitchen.com/recipe/russian-dressing-chicken-283688,94.134,620.3628,1.4124,29.8676,0,0,0,1,Eastern European
Tomato Basil Pasta Nests,http://www.geniuskitchen.com/recipe/tomato-basil-pasta-nests-206522,23.4896,665.1607,14.4471,59.0224,0,0,1,0,Italian
West Indies Coffee,http://www.geniuskitchen.com/recipe/west-indies-coffee-108019,94.7707,729.94,26.967,27.9258,0,0,1,0,Caribbean
Pork Chops in Broth of Polenta (Costine Di Maiale Cotte Nel Brod,http://www.geniuskitchen.com/recipe/pork-chops-in-broth-of-polenta-costine-di-maiale-cotte-nel-brod-137636,39.1627,747.34,26.3865,58.3788,0,0,0,1,Italian
"Pear, Spinach, Walnut & Celery Salad",http://www.geniuskitchen.com/recipe/pear-spinach-walnut-celery-salad-363255,38.8368,682.3633,12.5718,55.2441,1,1,0,0,Australian
Czech Svitek,http://www.geniuskitchen.com/recipe/czech-svitek-321731,112.4084,841.4509,35.8529,27.0498,0,0,0,1,Eastern European
Brealbg French Toast,http://www.geniuskitchen.com/recipe/brealbg-french-toast-491473,90.8522,630.2263,20.145,19.9318,0,0,0,1,French
Quick and Easy German Chocolate Cake,http://www.geniuskitchen.com/recipe/quick-and-easy-german-chocolate-cake-51233,1.08,840.8867,18.84,86.9317,0,0,0,1,Deutschland
Vickie's Green Chili Souffle,http://www.geniuskitchen.com/recipe/vickies-green-chili-souffle-299409,58.594,871.4175,36.3115,61.0466,0,0,0,1,Mexican
Tater Tot Hot Dish I,http://allrecipes.com/recipe/23067/tater-tot-hot-dish-i/,49.3782,877.5126,102.3822,28.4318,0,0,0,1,US
Spicy Baked  Omelet,http://www.geniuskitchen.com/recipe/spicy-baked-omelet-174692,2.5277,632.1765,82.6197,29.682,0,0,0,1,Mexican
Shrimp Dumplings,http://www.geniuskitchen.com/recipe/shrimp-dumplings-313255,69.5535,772.4242,112.7711,5.0544,0,0,0,1,Chinese and Mongolian
Iron Mike's Sweet Tomato Pizza Sauce - the Spirit of Cincinnati,http://www.geniuskitchen.com/recipe/iron-mikes-sweet-tomato-pizza-sauce-the-spirit-of-cincinnati-113153,95.6156,637.7664,14.3213,28.8175,1,1,0,0,Italian
Escarole Soup (Italian Wedding Soup),http://www.geniuskitchen.com/recipe/escarole-soup-italian-wedding-soup-422671,62.7864,656.177,36.793,28.91,0,0,0,1,Italian
Peachy Stuffed Peanut Butter Chicken,http://www.geniuskitchen.com/recipe/peachy-stuffed-peanut-butter-chicken-31995,58.565,685.1,35.0806,39.6444,0,0,0,1,Canadian
Chapatis (Indian or Kenyan Wholewheat Flatbread),http://www.geniuskitchen.com/recipe/chapatis-indian-or-kenyan-wholewheat-flatbread-356829,129.546,612,23.778,4.5,0,0,0,1,Indian Subcontinent
Small Fish Balls With Tomato Sauce (Couirat El Hout),http://www.geniuskitchen.com/recipe/small-fish-balls-with-tomato-sauce-couirat-el-hout-305857,45.3845,633.8188,15.3047,47.2906,0,0,0,1,Rest Africa
"Crab ""soup Dumplings"" (Dim Sum)",http://www.geniuskitchen.com/recipe/crab-soup-dumplings-dim-sum-126427,20.0626,885.7642,63.2602,60.3035,0,0,0,1,Chinese and Mongolian
Sweet Red Bell Peppers Stuffed With Bulgur,http://www.geniuskitchen.com/recipe/sweet-red-bell-peppers-stuffed-with-bulgur-85253,72.2101,801.6198,11.0944,55.8389,0,0,0,1,Canadian
Sheri's Steak Fajitas,http://www.geniuskitchen.com/recipe/sheris-steak-fajitas-61700,24.9438,753.4554,93.0192,30.8742,0,0,0,1,Mexican
Sicilian Chocolate Gelato,http://www.geniuskitchen.com/recipe/sicilian-chocolate-gelato-375018,123.2928,852.5,42.4045,36.1069,0,0,1,0,Italian
Colombian Potato Salad,http://www.geniuskitchen.com/recipe/colombian-potato-salad-439137,21.7765,875.0492,37.233,70.8092,0,0,0,1,South American
Frijoles With Salsa,http://www.geniuskitchen.com/recipe/frijoles-with-salsa-296633,135.275,862.15,86.43,18.815,0,0,0,1,Mexican
Beef on a Bun,http://www.geniuskitchen.com/recipe/beef-on-a-bun-165889,99.4873,652.7395,37.7114,12.1266,0,0,0,1,South American
Stir fried Garlic Beef with Broccoli,http://www.geniuskitchen.com/recipe/stir-fried-garlic-beef-with-broccoli-11489,39.4486,759.6463,107.6922,17.9237,0,0,0,1,South American
Frozen Avocado Margaritas,http://allrecipes.com/recipe/162842/frozen-avocado-margaritas/,76.4496,764.1911,14.1513,44.7316,1,1,0,0,Mexican
Grilled Beets With Moroccan Dressing,http://www.geniuskitchen.com/recipe/grilled-beets-with-moroccan-dressing-356112,79.626,717.8898,13.2641,42.2739,1,1,0,0,Northern Africa
Sugar-Crusted Chocolate Cookies,http://www.geniuskitchen.com/recipe/sugar-crusted-chocolate-cookies-347172,147.0892,855.784,17.5739,32.2038,0,0,0,1,French
Nat and Darcy's Amazing Eggplant Lasagna,http://allrecipes.com/recipe/49296/nat-and-darcys-amazing-eggplant-lasagna/,4.8701,679.7495,26.6208,61.0353,0,0,0,1,Italian
Pancetta Stuffed Beef Tenderloin,http://www.geniuskitchen.com/recipe/pancetta-stuffed-beef-tenderloin-401427,22.2219,678.872,80.6338,31.2135,0,0,0,1,South American
Wild Rice Broccoli Chicken Casserole,http://www.geniuskitchen.com/recipe/wild-rice-broccoli-chicken-casserole-251747,46.1354,769.6945,15.3636,60.8004,0,0,0,1,Chinese and Mongolian
Watergate Salad,http://www.geniuskitchen.com/recipe/watergate-salad-43183,211.7138,830.2782,9.8973,3.3084,0,0,0,1,Irish
Portuguese Pot Roast in Wine & Garlic,http://www.geniuskitchen.com/recipe/portuguese-pot-roast-in-wine-garlic-224983,94.753,825.0376,105.8044,7.8458,0,0,0,1,Spanish and Portuguese
Cajun Stand-Off Beer Batter,http://allrecipes.com/recipe/239058/cajun-stand-off-beer-batter/,139.4994,650.819,19.1565,7.764,1,1,0,0,US
Dried Porcini and Shiitake Mushroom Risotto (EASY),http://www.geniuskitchen.com/recipe/dried-porcini-and-shiitake-mushroom-risotto-easy-492973,14.4448,748.352,92.0162,35.7166,0,0,0,1,Italian
Savory Steamed Egg Custard (Chawan Mushi),http://www.geniuskitchen.com/recipe/savory-steamed-egg-custard-chawan-mushi-514373,9.9346,724.1538,66.1027,45.0209,0,0,0,1,Japanese
Broccoli Pizza Pie,http://allrecipes.com/recipe/25329/broccoli-pizza-pie/,191.5196,864.9389,31.9611,2.593,0,0,0,1,Italian
Holly's Tortilla Soup,http://www.geniuskitchen.com/recipe/hollys-tortilla-soup-205314,47.6902,776.2627,58.4827,41.0467,0,0,0,1,Mexican
Banana And Vanilla Pancakes,http://www.geniuskitchen.com/recipe/banana-and-vanilla-pancakes-38854,67.491,678.536,25.1133,37.471,0,0,0,1,Canadian
Wild Mushroom Cheese Puffs,http://www.geniuskitchen.com/recipe/wild-mushroom-cheese-puffs-479267,29.9215,605.7428,25.2513,43.2641,0,0,0,1,Irish
